"met_object_id","link_resource","exhibition_title","venue_name","city_name","exhibition_date_display","start_date","end_date","catalogue_reference","display_order"
"35890","http://www.metmuseum.org/art/collection/search/35890","Arms and Armor: A Loan Exhibition from the Collection of Stephen V. Grancsay: with Important Contributions by The Metropolitan Museum of Art, New York, and the John Woodman Higgins Armory, Worcester, Massachusetts","Allentown Art Museum","Allentown","March 15–June 14, 1964","1964-03-15","1964-06-14","no. 4","1"
"35890","http://www.metmuseum.org/art/collection/search/35890","Dick Cavett Show","Dick Cavett Show","New York","September 17, 1971","1971-09-17","1971-09-17","","2"
"230976","http://www.metmuseum.org/art/collection/search/230976","","Title: Marceline Valmore
Artist: Pierre Jean David d'Angers (French, Angers","","1788–1856","","","","1"
"35896","http://www.metmuseum.org/art/collection/search/35896","Exhibition of Armour Made in the Royal Workshops at Greenwich","H. M","London","May 22–September 29, 1951","1951-05-22","1951-09-29","no. 14","1"
"35896","http://www.metmuseum.org/art/collection/search/35896","Loan Exhibition of Mediaeval and Renaissance Arms and Armor from the Metropolitan Museum of Art","Los Angeles County Museum of Art","Los Angeles","January 15–March 18, 1953","1953-01-15","1953-03-18","no. 10","2"
"35896","http://www.metmuseum.org/art/collection/search/35896","Loan Exhibition of Mediaeval and Renaissance Arms and Armor from the Metropolitan Museum of Art","California Palace of the Legion of Honor, Fine Arts Museums of San Francisco","San Francisco","April 18–June 7, 1953","1953-04-18","1953-06-07","no. 10","3"
"35896","http://www.metmuseum.org/art/collection/search/35896","Loan Exhibition of Mediaeval and Renaissance Arms and Armor from the Metropolitan Museum of Art","Department of Fine Arts, Carnegie Institute","Pittsburgh","1953","","","no. 10","4"
"491050","http://www.metmuseum.org/art/collection/search/491050","","Title: Sample
Maker: Roth-Getzoff and Company
Date:","","1940","","","","1"
"453260","http://www.metmuseum.org/art/collection/search/453260","The Nature of Islamic Ornament Part I: Calligraphy","The Hagop Kevorkian Special Exhibitions Gallery, New York","New York","February 26–June 28, 1998","1998-02-26","1998-06-28","no catalogue","1"
"453260","http://www.metmuseum.org/art/collection/search/453260","Louvre Long Term Loan","Musée du Louvre","Paris","April 28, 2004–April 27, 2006","2004-04-28","2006-04-27","no catalogue","2"
"466064","http://www.metmuseum.org/art/collection/search/466064","Mirror of the Medieval World","The Metropolitan Museum of Art","New York","March 9–June 1, 1999","1999-03-09","1999-06-01","","1"
"230958","http://www.metmuseum.org/art/collection/search/230958","","Title: Alexander Pope (","","1688–1744","","","","1"
"464554","http://www.metmuseum.org/art/collection/search/464554","The Glory of Byzantium","The Metropolitan Museum of Art","New York","March 11–July 6, 1997","1997-03-11","1997-07-06","","1"
"502530","http://www.metmuseum.org/art/collection/search/502530","","Title: Square Piano
Maker: Caspar Katholnik (Katholnig) (Austrian, Vienna","","1763–1829","","","","1"
"466096","http://www.metmuseum.org/art/collection/search/466096","Mirror of the Medieval World","The Metropolitan Museum of Art","New York","March 9–June 1, 1999","1999-03-09","1999-06-01","","1"
"461283","http://www.metmuseum.org/art/collection/search/461283","","van Vianen (Netherlandish, Utrecht ca","Title: Self-sacrifice of Marcus Curtius
Artist: Paulus Willemsz","1596–1600","","","","1"
"464552","http://www.metmuseum.org/art/collection/search/464552","The Glory of Byzantium","The Metropolitan Museum of Art","New York","March 11–July 6, 1997","1997-03-11","1997-07-06","","1"
"505617","http://www.metmuseum.org/art/collection/search/505617","","Title: Drawing of William Thomas Parke (","","1762-1847","","","","1"
"453207","http://www.metmuseum.org/art/collection/search/453207","The Art of the Deccani Sultans","The Metropolitan Museum of Art","New York","March 21–August 25, 1996","1996-03-21","1996-08-25","","1"
"453207","http://www.metmuseum.org/art/collection/search/453207","The Nature of Islamic Ornament Part I: Calligraphy","The Hagop Kevorkian Special Exhibitions Gallery, New York","New York","February 26–June 28, 1998","1998-02-26","1998-06-28","","2"
"453207","http://www.metmuseum.org/art/collection/search/453207","Courtly Radiance: Metalwork from Islamic India","The Hagop Kevorkian Special Exhibitions Gallery, The Metropolitan Museum of Art","New York","September 25, 2001–May 5, 2002","2001-09-25","2002-05-05","no catalogue","3"
"453207","http://www.metmuseum.org/art/collection/search/453207","Balcony Calligraphy Exhibition","The Metropolitan Museum of Art","New York","June 1–October 26, 2009","2009-06-01","2009-10-26","no catalogue","4"
"453207","http://www.metmuseum.org/art/collection/search/453207","Sultans of Deccan India, 1500–1700: Opulence and Fantasy","The Metropolitan Museum of Art","New York","April 20–July 26, 2015","2015-04-20","2015-07-26","no. 155","5"
"324830","http://www.metmuseum.org/art/collection/search/324830","Origin and Influence, Cultural Contacts: Egypt, the Ancient Near East and the Classical World","","","December 18, 1970–April 23, 1971","1970-12-18","1971-04-23","","1"
"210820","http://www.metmuseum.org/art/collection/search/210820","","Title: Les Échappemens à repos comparés aux echappemens à recul; et Examen des dernières observations de Monsieur de La Lande
Artist: Jean Jodin (Swedish,","","1715–1761","","","","1"
"35853","http://www.metmuseum.org/art/collection/search/35853","Loan Exhibition of Medieval and Renaissance Arms and Armor from the Metropolitan Museum of Art","Washington County Museum of Fine Arts","Hagerstown, Md","February 27–March 31, 1955","1955-02-27","1955-03-31","no. 39","1"
"35853","http://www.metmuseum.org/art/collection/search/35853","Loan Exhibition of Medieval and Renaissance Arms and Armor from the Metropolitan Museum of Art","Newark Museum Association","Newark","May 15–September 15, 1955","1955-05-15","1955-09-15","no. 39","2"
"35855","http://www.metmuseum.org/art/collection/search/35855","Loan Exhibition of Arms and Armor","The Metropolitan Museum of Art","New York","February 6–April 16, 1911","1911-02-06","1911-04-16","no. 58 Only 50","1"
"35855","http://www.metmuseum.org/art/collection/search/35855","Loan Exhibition of European Arms and Armor","The Metropolitan Museum of Art","New York","August 3–September 27, 1931","1931-08-03","1931-09-27","no. 75","2"
"35855","http://www.metmuseum.org/art/collection/search/35855","","Wave Hill for Environmental Studies","New York","September 22, 1984–February 14, 1985","1984-09-22","1985-02-14","No catalogue","3"
"504599","http://www.metmuseum.org/art/collection/search/504599","Keynotes: Two Centuries of Piano Design","The Metropolitan Museum of Art","","May 29–November 29, 1985","1985-05-29","1985-11-29","","1"
"470282","http://www.metmuseum.org/art/collection/search/470282","Exposition de Sculpture: Sculpture comparée de l'antiquité, du moyen âge et de la Renaissance","Arthur Sambon Gallery","","April 16–May 16, 1928","1928-04-16","1928-05-16","","1"
"470282","http://www.metmuseum.org/art/collection/search/470282","The Year 1200: A Centennial Exhibition at the Metropolitan Museum of Art","The Metropolitan Museum of Art","","February 12–May 10, 1970","1970-02-12","1970-05-10","","2"
"470282","http://www.metmuseum.org/art/collection/search/470282","Die zeit der Staufer","Württembergisches Landesmuseum","","March 26–June 5, 1977","1977-03-26","1977-06-05","","3"
"470282","http://www.metmuseum.org/art/collection/search/470282","African Image","Walters Art Gallery","","February 17–March 30, 1980","1980-02-17","1980-03-30","","4"
"470282","http://www.metmuseum.org/art/collection/search/470282","Immagine e Potere","Svevo Castle, Bari","","January 7–April 25, 1995","1995-01-07","1995-04-25","","5"
"470282","http://www.metmuseum.org/art/collection/search/470282","Set in Stone: The Face in Medieval Culture","The Metropolitan Museum of Art","New York","September 26, 2006–February 18, 2007","2006-09-26","2007-02-18","","6"
"35873","http://www.metmuseum.org/art/collection/search/35873","","Title: Armor for the Tilt
Armorer: Attributed to Anton Peffenhauser (German, Augsburg,","","1525–1603","","","","1"
"505738","http://www.metmuseum.org/art/collection/search/505738","","Title: Quinton d'Amore
Maker: Jean Colin (French, Mirecourt active","","1750–1770","","","","1"
"210819","http://www.metmuseum.org/art/collection/search/210819","","7 x W","Title: Histoire du Roi Henri Le Grand
Artist: Hardouin de Perefixe (French)
Date: 1767
Culture: French
Medium: Paper, leather
Dimensions: H","2001","","","","1"
"505679","http://www.metmuseum.org/art/collection/search/505679","","Title: Flageolet
Maker: John Simpson
Date: ca","","1835","","","","1"
"505680","http://www.metmuseum.org/art/collection/search/505680","","Title: Flageolet
Maker: John Simpson
Date: ca","","1835","","","","1"
"505681","http://www.metmuseum.org/art/collection/search/505681","","1670–early 18th century)
Date: ca","Title: Alto Recorder
Maker: Joseph Bradbury (Stapleford / Hertfordshire, England ca","1976","","","","1"
"505718","http://www.metmuseum.org/art/collection/search/505718","","Title: Viola
Maker: Robert Horne (British, active United States ca","","1767–1773","","","","1"
"230956","http://www.metmuseum.org/art/collection/search/230956","","Title: Martin Folkes (","","1690–1754","","","","1"
"230957","http://www.metmuseum.org/art/collection/search/230957","","Title: Abraham de Moivre (","","1667–1754","","","","1"
"505724","http://www.metmuseum.org/art/collection/search/505724","","144cm x 54cm x 22cm
Legs 6cm x 6cm x 54.5cm (X4)
Classification: Chordophone-Zither-struck-piano
Credit Line: The Crosby Brown Collection of Musical Instruments,","Title: Square Piano
Maker: Ignace-Joseph Senft
Date: Late 18th Century
Geography: Augsburg, Germany
Culture: German
Medium: Oak, ebony, bone, various materials.
Dimensions: Instr","1889","","","","1"
"503054","http://www.metmuseum.org/art/collection/search/503054","Musical Instruments Gallery Installation, 1971","The Metropolitan Museum of Art","","1971","","","","1"
"667967","http://www.metmuseum.org/art/collection/search/667967","","Title: Smallsword Presented by the City of Paris to Commandant Ildefonse Favé (","","1812–1894","","","","1"
"231029","http://www.metmuseum.org/art/collection/search/231029","Cameo Appearances","The Metropolitan Museum of Art","New York","March 8–January 29, 2006","2006-03-08","2006-01-29","","1"
"231029","http://www.metmuseum.org/art/collection/search/231029","The Philippe de Montebello Years: Curators Celebrate Three Decades of Acquisitions","The Metropolitan Museum of Art","New York","October 24, 2008–February 1, 2009","2008-10-24","2009-02-01","","2"
"231077","http://www.metmuseum.org/art/collection/search/231077","Enlightened Princesses: Caroline, Augusta, Charlotte and the Shaping of the Modern World","Yale Center for British Art, Yale University","New Haven","February 3, 2017–April 30, 2017","2017-02-03","2017-04-30","","1"
"527477","http://www.metmuseum.org/art/collection/search/527477","","Title: Zulu in Leopard Costume
Photographer: Nicolaas Henneman (Dutch, Heemskerk","","1813–1898","","","","1"
"35912","http://www.metmuseum.org/art/collection/search/35912","Japanische Kunstwerk: Waffen, Schwertzieraten, Lacke, Gewerbe, Holzschnitte: Sammlung Moslé","Kunstgewerbemuseum","Berlin","1909","","","no. 1634","1"
"35912","http://www.metmuseum.org/art/collection/search/35912","Japanese Sword Fittings from the Alexander G. Moslé Collection","Sebastian Izzard LLC","New York","2004","","","no. 164","2"
"231897","http://www.metmuseum.org/art/collection/search/231897","","1780–90
Culture: French, Beauvais
Medium: Silk and wool (20-25 warps per inch, 8-11 per centimeter)
Dimensions: Overall: H","Title: Tapestry lining for tester (ciel for lit à la duchesse en impériale)
Factory: Tapestry made at Beauvais
Date: ca","1923","","","","1"
"506812","http://www.metmuseum.org/art/collection/search/506812","Collecting the Arts of Mexico","The Metropolitan Museum of Art","New York","July 17, 2015","2015-07-17","2015-07-17","","1"
"708746","http://www.metmuseum.org/art/collection/search/708746","","3 5/8 × W","Title: Feline figure
Artist: Condorhuasi artist(s)
Date: 500 BCE–500 CE
Geography: Argentina, Northwest Argentina
Culture: Condorhuasi
Medium: Stone
Dimensions: H","2016","","","","1"
"708745","http://www.metmuseum.org/art/collection/search/708745","","8 × W","Title: Beaker with animal heads
Artist: Condorhuasi-Alamito artist(s)
Date: 500 BCE–500 CE
Geography: Argentina, Northwest Argentina
Culture: Condorhuasi-Alamito
Medium: Stone
Dimensions: H","2016","","","","1"
"231909","http://www.metmuseum.org/art/collection/search/231909","AngloMania: Tradition and Transgression in British Fashion","The Metropolitan Museum of Art","New York","May 3–September 4, 2006","2006-05-03","2006-09-04","","1"
"488732","http://www.metmuseum.org/art/collection/search/488732","Florine Stettheimer","Museum of Modern Art, New York","","October 1–November 17, 1946","1946-10-01","1946-11-17","p. 52","1"
"488732","http://www.metmuseum.org/art/collection/search/488732","Florine Stettheimer","Wadsworth Atheneum","Hartford, Conn","January 9–February 1, 1948","1948-01-09","1948-02-01","no catalogue","2"
"488732","http://www.metmuseum.org/art/collection/search/488732","Florine Stettheimer","Y. Vassar College Art Gallery","Poughkeepsie, N","1949","","","no catalogue","3"
"488732","http://www.metmuseum.org/art/collection/search/488732","Paintings by Florine Stettheimer","Smith College Museum of Art","Northampton, Mass","1952","","","no catalogue","4"
"488732","http://www.metmuseum.org/art/collection/search/488732","Florine Stettheimer: Her Family, Her Friends","Durlacher Bros","New York","October 29–November 23, 1963","1963-10-29","1963-11-23","no catalogue","5"
"488732","http://www.metmuseum.org/art/collection/search/488732","Three Centuries of American Painting","The Metropolitan Museum of Art","New York","April 9–October 17, 1965","1965-04-09","1965-10-17","","6"
"488732","http://www.metmuseum.org/art/collection/search/488732","American Paintings, Drawings and Watercolors from the Museum's Collections","The Metropolitan Museum of Art","New York","October 1–December 7, 1969","1969-10-01","1969-12-07","no catalogue","7"
"488732","http://www.metmuseum.org/art/collection/search/488732","The 10s, the 20s, the 30s: Inventive Clothes, 1909–1939","The Metropolitan Museum of Art","New York","December 13, 1973–September 3, 1974","1973-12-13","1974-09-03","","8"
"488732","http://www.metmuseum.org/art/collection/search/488732","Tribute to a Curator: Robert Beverly Hale","The Metropolitan Museum of Art","New York","November 16, 1978–March 4, 1979","1978-11-16","1979-03-04","no catalogue","9"
"488732","http://www.metmuseum.org/art/collection/search/488732","2 Jahrzehnte amerikanische Malerei, 1920–1940","Städtische Kunsthalle","Düsseldorf","June 10–August 12, 1979","1979-06-10","1979-08-12","no. 21","10"
"488732","http://www.metmuseum.org/art/collection/search/488732","2 Jahrzehnte amerikanische Malerei, 1920–1940","Kunsthaus Zürich","","August 23–October 28, 1979","1979-08-23","1979-10-28","no. 21","11"
"488732","http://www.metmuseum.org/art/collection/search/488732","Peinture américaine, 1920–1940 (Amerikaanse schilderkunst, 1920–1940)","Palais des Beaux-Arts, Brussels","","November 10–December 30, 1979","1979-11-10","1979-12-30","no. 21","12"
"488732","http://www.metmuseum.org/art/collection/search/488732","Florine Stettheimer: Still Lifes, Portraits and Pageants, 1910 to 1942","Institute of Contemporary Art","Boston","March 4–April 27, 1980","1980-03-04","1980-04-27","no. 32","13"
"488732","http://www.metmuseum.org/art/collection/search/488732","New York City","The Metropolitan Museum of Art","New York","January 12–July 1, 1990","1990-01-12","1990-07-01","no catalogue","14"
"488732","http://www.metmuseum.org/art/collection/search/488732","14 Americans","The Metropolitan Museum of Art","New York","July 16, 1990–January 2, 1991","1990-07-16","1991-01-02","no catalogue","15"
"488732","http://www.metmuseum.org/art/collection/search/488732","American Painting: 1905–1950","The Metropolitan Museum of Art","New York","April 19–October 7, 1991","1991-04-19","1991-10-07","no catalogue","16"
"488732","http://www.metmuseum.org/art/collection/search/488732","Arte Americana, 1930–1970","Galleria Lingotto","Turin","January 11–March 31, 1992","1992-01-11","1992-03-31","p. 147","17"
"488732","http://www.metmuseum.org/art/collection/search/488732","Friends and Family: Portraiture in the World of Florine Stettheimer","Y. Katonah Museum of Art","Katonah, N","September 19–November 28, 1993","1993-09-19","1993-11-28","fig. 9","18"
"488732","http://www.metmuseum.org/art/collection/search/488732","Florine Stettheimer: Manhattan Fantastica","Whitney Museum of American Art","New York","July 13–November 5, 1995","1995-07-13","1995-11-05","p. 31","19"
"488732","http://www.metmuseum.org/art/collection/search/488732","The Power of Conversation: Jewish Women and Their Salons","Jewish Museum","New York","March 4–July 10, 2005","2005-03-04","2005-07-10","fig. 140","20"
"464556","http://www.metmuseum.org/art/collection/search/464556","The Glory of Byzantium","The Metropolitan Museum of Art","New York","March 11–July 6, 1997","1997-03-11","1997-07-06","","1"
"671528","http://www.metmuseum.org/art/collection/search/671528","","17th century)
Date: 1677
Culture: British, Staffordshire
Medium: Slip-decorated earthenware
Dimensions: Overall (confirmed): 2 1/2 × 17 1/4 × 17 in","Title: Display dish with a cavalier and portrait medallions
Maker: Ralph Toft (British, active ca","2014","","","","1"
"718445","http://www.metmuseum.org/art/collection/search/718445","","Title: Electar Lap Steel Electric Guitar
Maker: Epiphone (American)
Date: ca","","1937","","","","1"
"231913","http://www.metmuseum.org/art/collection/search/231913","AngloMania: Tradition and Transgression in British Fashion","The Metropolitan Museum of Art","New York","May 3–September 4, 2006","2006-05-03","2006-09-04","","1"
"231914","http://www.metmuseum.org/art/collection/search/231914","AngloMania: Tradition and Transgression in British Fashion","The Metropolitan Museum of Art","New York","May 3–September 4, 2006","2006-05-03","2006-09-04","","1"
"231915","http://www.metmuseum.org/art/collection/search/231915","AngloMania: Tradition and Transgression in British Fashion","The Metropolitan Museum of Art","New York","May 3–September 4, 2006","2006-05-03","2006-09-04","","1"
"491046","http://www.metmuseum.org/art/collection/search/491046","","Title: Sample
Maker: Roth-Getzoff and Company
Date:","","1940","","","","1"
"506874","http://www.metmuseum.org/art/collection/search/506874","","Title: Flute
Maker: Charles Monzani (American)
Date: ca","","1867–1869","","","","1"
"718397","http://www.metmuseum.org/art/collection/search/718397","","Title: Yuping Xiao
Maker: Zhishan Zheng (Chinese,","","1814–1892","","","","1"
"669451","http://www.metmuseum.org/art/collection/search/669451","Kerry James Marshall: Look See","David Zwirner","London","October 11–November 22, 2014","2014-10-11","2014-11-22","pp. 44","1"
"669451","http://www.metmuseum.org/art/collection/search/669451","Kerry James Marshall: Mastry","Museum of Contemporary Art Chicago","","April 23–September 25, 2016","2016-04-23","2016-09-25","no. 79","2"
"669451","http://www.metmuseum.org/art/collection/search/669451","Kerry James Marshall: Mastry","The Metropolitan Museum of Art [The Met Breuer]","New York","October 25, 2016–January 29, 2017","2016-10-25","2017-01-29","no. 79","3"
"669451","http://www.metmuseum.org/art/collection/search/669451","Kerry James Marshall: Mastry","Museum of Contemporary Art, Los Angeles","","March 12–July 2, 2017","2017-03-12","2017-07-02","no. 79","4"
"36091","http://www.metmuseum.org/art/collection/search/36091","The Life of a Patron: Zhou Lianggong and the Painters of 17th Century China","China Institute in America","New York","October 19, 1996–December 21, 1996","1996-10-19","1996-12-21","","1"
"36091","http://www.metmuseum.org/art/collection/search/36091","Dreams of Yellow Mountain: Landscapes of Survival in Seventeenth-Century China","The Metropolitan Museum of Art","New York","September 13, 2003–February 22, 2004","2003-09-13","2004-02-22","","2"
"36091","http://www.metmuseum.org/art/collection/search/36091","The Art of the Chinese Album","The Metropolitan Museum of Art","New York","September 6, 2014–March 29, 2015","2014-09-06","2015-03-29","","3"
"36091","http://www.metmuseum.org/art/collection/search/36091","Companions in Solitude: Reclusion and Communion in Chinese Art","The Metropolitan Museum of Art","New York","July 31, 2021–August 14, 2022","2021-07-31","2022-08-14","","4"
"512837","http://www.metmuseum.org/art/collection/search/512837","In and Out of the Studio: Photographic Portraits from West Africa","The Metropolitan Museum of Art","New York","August 31, 2015–January 3, 2016","2015-08-31","2016-01-03","","1"
"512976","http://www.metmuseum.org/art/collection/search/512976","Naked before the Camera","The Metropolitan Museum of Art","New York","March 27–September 9, 2012","2012-03-27","2012-09-09","","1"
"512978","http://www.metmuseum.org/art/collection/search/512978","Naked before the Camera","The Metropolitan Museum of Art","New York","March 27–September 9, 2012","2012-03-27","2012-09-09","","1"
"36120","http://www.metmuseum.org/art/collection/search/36120","Learning to Paint in Premodern China","The Metropolitan Museum of Art","New York","February 18, 2023–January 7, 2024","2023-02-18","2024-01-07","","1"
"513805","http://www.metmuseum.org/art/collection/search/513805","African, Oceanic, and Ancient American Art: Recent Acquisitions","The Metropolitan Museum of Art","","May 22–October 28, 2001","2001-05-22","2001-10-28","","1"
"671055","http://www.metmuseum.org/art/collection/search/671055","Nihon bijutsu meihin ten: nyūyōku bāku korekushon","Tokyo National Museum","","May 21, 1985–June 30, 1985","1985-05-21","1985-06-30","","1"
"671055","http://www.metmuseum.org/art/collection/search/671055","Nihon bijutsu meihin ten: nyūyōku bāku korekushon","Ishikawa Prefectural Museum","","July 13, 1985–August 11, 1985","1985-07-13","1985-08-11","","2"
"671055","http://www.metmuseum.org/art/collection/search/671055","Nihon bijutsu meihin ten: nyūyōku bāku korekushon","Nagoya City Art Museum","","August 17, 1985–September 23, 1985","1985-08-17","1985-09-23","","3"
"671055","http://www.metmuseum.org/art/collection/search/671055","Nihon bijutsu meihin ten: nyūyōku bāku korekushon","MOA Museum of Art","Atami","September 29, 1985–October 27, 1985","1985-09-29","1985-10-27","","4"
"671055","http://www.metmuseum.org/art/collection/search/671055","Nihon bijutsu meihin ten: nyūyōku bāku korekushon","Hamamatsu City Museum of Art","","November 12, 1985–December 1, 1985","1985-11-12","1985-12-01","","5"
"671055","http://www.metmuseum.org/art/collection/search/671055","Art of Japan: Selections from the Burke Collection, pts. I and II","Asia Society","New York","October 2, 1986–February 22, 1987","1986-10-02","1987-02-22","","6"
"671055","http://www.metmuseum.org/art/collection/search/671055","Die Kunst des Alten Japan: Meisterwerke aus der Mary and Jackson Burke Collection","Schirn Kunsthalle Frankfurt","","September 16, 1990–November 18, 1990","1990-09-16","1990-11-18","","7"
"671055","http://www.metmuseum.org/art/collection/search/671055","Celebrating the Arts of Japan: The Mary Griggs Burke Collection","The Metropolitan Museum of Art","New York","October 20, 2015–May 14, 2017","2015-10-20","2017-05-14","","8"
"671055","http://www.metmuseum.org/art/collection/search/671055","Anxiety and Hope in Japanese Art","The Metropolitan Museum of Art","New York","April 8, 2023–July 14, 2024","2023-04-08","2024-07-14","","9"
"825497","http://www.metmuseum.org/art/collection/search/825497","Charles Ray: two ghosts","Matthew Marks Gallery","Los Angeles","April 13–June 22, 2019","2019-04-13","2019-06-22","no catalogue","1"
"312946","http://www.metmuseum.org/art/collection/search/312946","","3 13/16 × W","Title: Textile ornament
Artist: Nasca artist(s)
Date: 1–700 CE
Geography: Peru, South Coast
Culture: Nasca
Medium: Gold
Dimensions: H","1979","","","","1"
"312945","http://www.metmuseum.org/art/collection/search/312945","","3 3/4 × W","Title: Textile ornament
Artist: Nasca artist(s)
Date: 1–700 CE
Geography: Peru, South Coast
Culture: Nasca
Medium: Gold
Dimensions: H","1979","","","","1"
"491047","http://www.metmuseum.org/art/collection/search/491047","","Title: Sample
Maker: Roth-Getzoff and Company
Date:","","1940","","","","1"
"35913","http://www.metmuseum.org/art/collection/search/35913","","Title: Sword Guard (Tsuba)
Fittings maker: Inscribed by Gotō Mitsuakira (Japanese,","","1816–1856","","","","1"
"503232","http://www.metmuseum.org/art/collection/search/503232","Catching the Tune: Music and William Sidney Mount","Museums at Stony Brook","","June 30, 1984 - March 10, 1985","1984-06-30","1985-03-10","","1"
"503232","http://www.metmuseum.org/art/collection/search/503232","A Musical Offering: An Exhibition Celebrating the Centennial of the Collection of Musical Instruments","The Metropolitan Museum of Art","","March 10–July 30, 1989","1989-03-10","1989-07-30","","2"
"503232","http://www.metmuseum.org/art/collection/search/503232","American Musical Instruments from the Metropolitan Museum of Art","Brigham Young University Museum of Art","","August 1, 1994 - July 15, 1995","1994-08-01","1995-07-15","","3"
"503232","http://www.metmuseum.org/art/collection/search/503232","Our Tuneful Heritage: American Musical Instruments from the Metropolitan Museum of Art","Brigham Young University Museum of Art","","January 9, 1995 - August 26, 1995","1995-01-09","1995-08-26","","4"
"231083","http://www.metmuseum.org/art/collection/search/231083","Cameo Appearances","The Metropolitan Museum of Art","New York","March 8–January 29, 2006","2006-03-08","2006-01-29","","1"
"231085","http://www.metmuseum.org/art/collection/search/231085","","Title: Wine cooler (one of a pair)
Mount maker: Elias Adam (German, ca","","1669–1745","","","","1"
"45099","http://www.metmuseum.org/art/collection/search/45099","Anxiety and Hope in Japanese Art","The Metropolitan Museum of Art","New York","April 8, 2023–July 14, 2024","2023-04-08","2024-07-14","","1"
"210818","http://www.metmuseum.org/art/collection/search/210818","","Title: Observations sur les Antiquites de la ville d'Herculanum, Avec quelques reflexions sur la Peinture et la Sculpture des Anciens
Artist: Charles Nicolas Cochin II (French, Paris","","1715–1790","","","","1"
"446151","http://www.metmuseum.org/art/collection/search/446151","Timur and the Princely Vision. Persian Art and Culture in the Fifteenth Century","Arthur M","Washington","April 14, 1989–July 6, 1989","1989-04-14","1989-07-06","no. 9","1"
"446151","http://www.metmuseum.org/art/collection/search/446151","Timur and the Princely Vision. Persian Art and Culture in the Fifteenth Century","Los Angeles County Museum of Art","Los Angeles","August 13, 1989–November 5, 1989","1989-08-13","1989-11-05","no. 9","2"
"446151","http://www.metmuseum.org/art/collection/search/446151","The Nature of Islamic Ornament Part II: Vegetal Patterns","The Metropolitan Museum of Art","The Hagop Kevorkian Special Exhibitions Gallery, New York","September 10, 1998–January 10, 1999","1998-09-10","1999-01-10","no catalogue","3"
"491048","http://www.metmuseum.org/art/collection/search/491048","","Title: Sample
Maker: Roth-Getzoff and Company
Date:","","1940","","","","1"
"464555","http://www.metmuseum.org/art/collection/search/464555","The Glory of Byzantium","The Metropolitan Museum of Art","New York","March 11–July 6, 1997","1997-03-11","1997-07-06","","1"
"35938","http://www.metmuseum.org/art/collection/search/35938","","Title: Left Vambrace (Arm Defense)
Armorer: Attributed to Anton Peffenhauser (German, Augsburg,","","1525–1603","","","","1"
"506165","http://www.metmuseum.org/art/collection/search/506165","","Title: Transverse Flute
Maker: Theobald Boehm, German (","","1794–1881","","","","1"
"506171","http://www.metmuseum.org/art/collection/search/506171","","1750
Geography: Vienna, Austria
Culture: Austrian
Medium: Tortoiseshell, ivory, silver, horsehair
Dimensions: Weight: 58.5 grams
Classification: Chordophone-Accessories-bow
Credit Line: Purchase, Edward J","Title: Bow
Maker: Attributed to Wenzel Kowansky
Date: ca","2009","","","","1"
"329077","http://www.metmuseum.org/art/collection/search/329077","International Exhibition of Persian Art.","","","January 7, 1931–March 7, 1931","1931-01-07","1931-03-07","","1"
"329077","http://www.metmuseum.org/art/collection/search/329077","Exhibition of Six Thousand Years of Persian Art","","","April 24–July 1, 1940","1940-04-24","1940-07-01","","2"
"329077","http://www.metmuseum.org/art/collection/search/329077","Art of the Ancient Near East","","","March 4–September 5, 1949","1949-03-04","1949-09-05","","3"
"329077","http://www.metmuseum.org/art/collection/search/329077","Small Sculptures in Bronze","","","November 6, 1950–January 31, 1951","1950-11-06","1951-01-31","","4"
"329077","http://www.metmuseum.org/art/collection/search/329077","Art Treasures of the Metropolitan: A Selection from the European and Asiatic Collections of The Metropolitan Museum of Art","","","November 7, 1952–September 7, 1953","1952-11-07","1953-09-07","","5"
"329077","http://www.metmuseum.org/art/collection/search/329077","In the Presence of Kings: Royal Treasures from the Collections of The Metropolitan Museum of Art","","","April 19–September 4, 1967","1967-04-19","1967-09-04","","6"
"329077","http://www.metmuseum.org/art/collection/search/329077","Masterpieces of Fifty Centuries","","","November 14, 1970–June 1, 1971","1970-11-14","1971-06-01","","7"
"329077","http://www.metmuseum.org/art/collection/search/329077","The Grand Gallery","","","October 19, 1974–January 5, 1975","1974-10-19","1975-01-05","","8"
"329077","http://www.metmuseum.org/art/collection/search/329077","The Metropolitan Museum of Art: Selections from the Collection of the Ancient Near East Department","","","1983","","","","9"
"329077","http://www.metmuseum.org/art/collection/search/329077","The Royal City of Susa: Ancient Near Eastern Treasures in the Louvre","","","November 17, 1992–March 7, 1993","1992-11-17","1993-03-07","","10"
"329077","http://www.metmuseum.org/art/collection/search/329077","Art of the First Cities: The Third Millennium B.C. from the Mediterranean to the Indus","","","May 8–August 17, 2003","2003-05-08","2003-08-17","","11"
"329077","http://www.metmuseum.org/art/collection/search/329077","Mesopotamia: Civilization Begins","","","April 21, 2021–August 16, 2021","2021-04-21","2021-08-16","","12"
"329077","http://www.metmuseum.org/art/collection/search/329077","Mesopotamia: Great Cultural Innovations, Selections from The Metropolitan Museum of Art","","","July 22, 2022–September 29, 2024","2022-07-22","2024-09-29","","13"
"329077","http://www.metmuseum.org/art/collection/search/329077","Dialogue d'antiquités orientales, le Met au Louvre","","","February 29, 2024 - September 28, 2025","2024-02-29","2025-09-28","","14"
