"met_object_id","link_resource","exhibition_title","venue_name","city_name","exhibition_date_display","start_date","end_date","catalogue_reference","display_order"
"40055","http://www.metmuseum.org/art/collection/search/40055","Traditional Scholarly Values at the End of the Qing Dynasty: The Collection of Weng Tonghe (1830–1904)","The Metropolitan Museum of Art","New York","June 30–January 3, 1999","1999-06-30","1999-01-03","","3"
"40055","http://www.metmuseum.org/art/collection/search/40055","Text and Image: The Interaction of Painting, Poetry, and Calligraphy","The Metropolitan Museum of Art","New York","January 23–August 16, 1999","1999-01-23","1999-08-16","","4"
"40055","http://www.metmuseum.org/art/collection/search/40055","A Millennium of Chinese Painting: Masterpieces from the Permanent Collection","The Metropolitan Museum of Art","New York","September 8, 2001–January 13, 2002","2001-09-08","2002-01-13","","5"
"40055","http://www.metmuseum.org/art/collection/search/40055","Great Waves: Chinese Themes in the Arts of Korea and Japan I","The Metropolitan Museum of Art","New York","March 1–September 21, 2003","2003-03-01","2003-09-21","","6"
"40055","http://www.metmuseum.org/art/collection/search/40055","Chinese Painting, Masterpieces from the Permanent Collection","The Metropolitan Museum of Art","New York","August 28, 2004–February 20, 2005","2004-08-28","2005-02-20","","7"
"40055","http://www.metmuseum.org/art/collection/search/40055","Journeys: Mapping the Earth and Mind in Chinese Art","The Metropolitan Museum of Art","New York","February 10–August 26, 2007","2007-02-10","2007-08-26","","8"
"40055","http://www.metmuseum.org/art/collection/search/40055","Masterpieces of Chinese Tang, Song and Yuan Paintings from America","Shanghai Museum","","November 3, 2012–January 3, 2013","2012-11-03","2013-01-03","","9"
"40055","http://www.metmuseum.org/art/collection/search/40055","Masterpieces of Chinese Painting from The Met Collection (Rotation One)","The Metropolitan Museum of Art","New York","October 31, 2015–October 11, 2016","2015-10-31","2016-10-11","","10"
"40055","http://www.metmuseum.org/art/collection/search/40055","Show and Tell: Stories in Chinese Painting","The Metropolitan Museum of Art","New York","October 29, 2016–August 6, 2017","2016-10-29","2017-08-06","","11"
"503282","http://www.metmuseum.org/art/collection/search/503282","A Musical Offering: An Exhibition Celebrating the Centennial of the Collection of Musical Instruments","The Metropolitan Museum of Art","","March 10–July 30, 1989","1989-03-10","1989-07-30","","1"
"503282","http://www.metmuseum.org/art/collection/search/503282","The Philippe de Montebello Years: Curators Celebrate Three Decades of Acquisitions","The Metropolitan Museum of Art","New York","October 24, 2008–February 1, 2009","2008-10-24","2009-02-01","","2"
"209104","http://www.metmuseum.org/art/collection/search/209104","The Lesley and Emma Sheafer Collection: A Selective Presentation","The Metropolitan Museum of Art","New York","July 16, 1975","1975-07-16","1975-07-16","","1"
"435868","http://www.metmuseum.org/art/collection/search/435868","Paul Cézanne","Paul Cassirer","Berlin","April 22–June 15, 1904","1904-04-22","1904-06-15","no catalogue","1"
"435868","http://www.metmuseum.org/art/collection/search/435868","Exposition Cézanne","Bernheim-Jeune & Cie","Paris","1910","","","no. 47","2"
"435868","http://www.metmuseum.org/art/collection/search/435868","Art français: Exposition d'art décoratif contemporain, 1800–1885","Grosvenor House","London","1800–1885","","","no. 7","3"
"435868","http://www.metmuseum.org/art/collection/search/435868","Exposition de peinture moderne","Bernheim-Jeune","Paris","1917","","","no. 4","4"
"435868","http://www.metmuseum.org/art/collection/search/435868","Französische Kunst des XIX. und XX. Jahrhunderts","Kunsthaus Zürich","","October 5–November 14, 1917","1917-10-05","1917-11-14","no. 34","5"
"435868","http://www.metmuseum.org/art/collection/search/435868","Exposition Cézanne","Bernheim-Jeune","Paris","1920","","","no. 14","6"
"435868","http://www.metmuseum.org/art/collection/search/435868","Rétrospective Paul Cézanne (1839–1906)","Bernheim-Jeune","Paris","1839–1906","","","no. 39","7"
"435868","http://www.metmuseum.org/art/collection/search/435868","Erste Sonderausstellung in Berlin","Berliner Künstlerhaus","","1927","","","no. 29","8"
"435868","http://www.metmuseum.org/art/collection/search/435868","Cent ans de peinture française","Galeries Georges Petit","Paris","1930","","","no. 28","9"
"435868","http://www.metmuseum.org/art/collection/search/435868","6ème Rétrospective Cézanne","Bernheim-Jeune","Paris","1931","","","no catalogue","10"
"435868","http://www.metmuseum.org/art/collection/search/435868","A Century of Progress","Art Institute of Chicago","","June 1–November 1, 1933","1933-06-01","1933-11-01","no. 307","11"
"435868","http://www.metmuseum.org/art/collection/search/435868","French Painting from the Fifteenth Century to the Present Day","California Palace of the Legion of Honor","San Francisco","June 8–July 8, 1934","1934-06-08","1934-07-08","no. 68","12"
"435868","http://www.metmuseum.org/art/collection/search/435868","Modern Works of Art","Museum of Modern Art","New York","November 20, 1934–January 20, 1935","1934-11-20","1935-01-20","no. 6","13"
"435868","http://www.metmuseum.org/art/collection/search/435868","Cézanne","Musée de l'Orangerie","Paris","1936","","","no. 83","14"
"435868","http://www.metmuseum.org/art/collection/search/435868","Exhibition of Masterpieces by Cézanne","Durand-Ruel","New York","March 29–April 16, 1938","1938-03-29","1938-04-16","no. 17","15"
"435868","http://www.metmuseum.org/art/collection/search/435868","Art in Our Time","Museum of Modern Art","New York","May 10–September 30, 1939","1939-05-10","1939-09-30","no. 62","16"
"435868","http://www.metmuseum.org/art/collection/search/435868","Modern Masters from European and American Collections","Museum of Modern Art","New York","January 26–March 24, 1940","1940-01-26","1940-03-24","no. 9","17"
"435868","http://www.metmuseum.org/art/collection/search/435868","Masterpieces of Art: European & American Paintings, 1500–1900","World's Fair","New York","1500–1900","","","no. 340","18"
"435868","http://www.metmuseum.org/art/collection/search/435868","Paintings by Cézanne (1839–1906)","Paul Rosenberg & Co","New York","November 19–December 19, 1942","1942-11-19","1942-12-19","no. 14","19"
"435868","http://www.metmuseum.org/art/collection/search/435868","Art in Progress","Museum of Modern Art","New York","May 24–October 15, 1944","1944-05-24","1944-10-15","p. 25","20"
"435868","http://www.metmuseum.org/art/collection/search/435868","Paintings from the Stephen C. Clark Collection","Century Association","New York","June 6–September 28, 1946","1946-06-06","1946-09-28","","21"
"435868","http://www.metmuseum.org/art/collection/search/435868","Cézanne","Wildenstein & Co., Inc","New York","March 27–April 26, 1947","1947-03-27","1947-04-26","no. 45","22"
"435868","http://www.metmuseum.org/art/collection/search/435868","Cézanne: Paintings, Watercolors & Drawings","Art Institute of Chicago","","February 7–March 16, 1952","1952-02-07","1952-03-16","no. 79","23"
"435868","http://www.metmuseum.org/art/collection/search/435868","Cézanne: Paintings, Watercolors & Drawings","The Metropolitan Museum of Art","New York","April 4–May 18, 1952","1952-04-04","1952-05-18","no. 79","24"
"435868","http://www.metmuseum.org/art/collection/search/435868","A Collectors Taste: Selections from the Collection of Mr. and Mrs. Stephen C. Clark","M. Knoedler & Co","New York","1954","","","no. 11","25"
"435868","http://www.metmuseum.org/art/collection/search/435868","Paintings from Private Collections","Museum of Modern Art","New York","May 31–September 5, 1955","1955-05-31","1955-09-05","no. 19","26"
"435868","http://www.metmuseum.org/art/collection/search/435868","Pictures Collected by Yale Alumni","Yale University Art Gallery","New Haven","May 8–June 18, 1956","1956-05-08","1956-06-18","no. 111","27"
"435868","http://www.metmuseum.org/art/collection/search/435868","Paintings from Private Collections: Summer Loan Exhibition","The Metropolitan Museum of Art","New York","July 1–September 1, 1958","1958-07-01","1958-09-01","no. 14","28"
"435868","http://www.metmuseum.org/art/collection/search/435868","Paintings from Private Collections: Summer Loan Exhibition","The Metropolitan Museum of Art","New York","July 7–September 7, 1959","1959-07-07","1959-09-07","no. 8","29"
"435868","http://www.metmuseum.org/art/collection/search/435868","Paintings from Private Collections: Summer Loan Exhibition","The Metropolitan Museum of Art","New York","July 6–September 4, 1960","1960-07-06","1960-09-04","no. 13","30"
"435868","http://www.metmuseum.org/art/collection/search/435868","French Paintings from the Bequest of Stephen Clark","The Metropolitan Museum of Art","New York","October 17, 1961–January 7, 1962","1961-10-17","1962-01-07","no catalogue","31"
"435868","http://www.metmuseum.org/art/collection/search/435868","Cézanne","Phillips Collection","Washington","February 27–March 28, 1971","1971-02-27","1971-03-28","no. 18","32"
"435868","http://www.metmuseum.org/art/collection/search/435868","Cézanne","Art Institute of Chicago","","April 17–May 16, 1971","1971-04-17","1971-05-16","no. 18","33"
"435868","http://www.metmuseum.org/art/collection/search/435868","Cézanne","Museum of Fine Arts, Boston","","June 1–July 3, 1971","1971-06-01","1971-07-03","no. 18","34"
"435868","http://www.metmuseum.org/art/collection/search/435868","Paul Cézanne","Museo Español de Arte Contemporáneo","Madrid","March 8–April 30, 1984","1984-03-08","1984-04-30","no. 40","35"
"435868","http://www.metmuseum.org/art/collection/search/435868","From Delacroix to Matisse","Petersburg]","Leningrad [St","March 15–May 10, 1988","1988-03-15","1988-05-10","no. 35","36"
"435868","http://www.metmuseum.org/art/collection/search/435868","From Delacroix to Matisse","Pushkin State Museum of Fine Arts","Moscow","June 10–July 30, 1988","1988-06-10","1988-07-30","no. 35","37"
"435868","http://www.metmuseum.org/art/collection/search/435868","The Clark Brothers Collect: Impressionist and Early Modern Paintings","Sterling and Francine Clark Art Institute","Williamstown","June 4–September 4, 2006","2006-06-04","2006-09-04","no. 53","38"
"435868","http://www.metmuseum.org/art/collection/search/435868","The Masterpieces of French Painting from The Metropolitan Museum of Art: 1800–1920","Museum of Fine Arts, Houston","","February 4–May 6, 2007","2007-02-04","2007-05-06","no. 80","39"
"435868","http://www.metmuseum.org/art/collection/search/435868","Impressionist and Early Modern Paintings: The Clark Brothers Collect","The Metropolitan Museum of Art","New York","May 22–August 19, 2007","2007-05-22","2007-08-19","no. 53","40"
"435868","http://www.metmuseum.org/art/collection/search/435868","Cézanne and Beyond","Philadelphia Museum of Art","","February 26–May 31, 2009","2009-02-26","2009-05-31","pl. 210","41"
"435868","http://www.metmuseum.org/art/collection/search/435868","Cézanne's Card Players","Courtauld Gallery","London","October 21, 2010–January 16, 2011","2010-10-21","2011-01-16","no. 1","42"
"435868","http://www.metmuseum.org/art/collection/search/435868","Cézanne's Card Players","The Metropolitan Museum of Art","New York","February 9–May 8, 2011","2011-02-09","2011-05-08","no. 1","43"
"435868","http://www.metmuseum.org/art/collection/search/435868","Cézanne and the Past: Tradition and Creativity","Museum of Fine Arts, Budapest","","October 25, 2012–February 17, 2013","2012-10-25","2013-02-17","no. 125","44"
"459245","http://www.metmuseum.org/art/collection/search/459245","","(46.5 cm.)
Classification: Ceramics-Pottery
Credit Line: Robert Lehman Collection,","Title: Armorial dish: Supper at the House of Simon the Pharisee
Artist: workshop of Maestro Giorgio Andreoli (Italian (Gubbio), active first half of 16th century)
Date: 1528
Medium: Maiolica (tin-glazed earthenware)
Dimensions: Diameter: 18 5/16 in","1975","","","","1"
"451470","http://www.metmuseum.org/art/collection/search/451470","Four Silk Kashan Rugs","The Hagop Kevorkian Special Exhibitions Gallery, The Metropolitan Museum of Art","New York","August 2, 1994–February 5, 1995","1994-08-02","1995-02-05","no catalogue","1"
"451470","http://www.metmuseum.org/art/collection/search/451470","Hunt for Paradise: Court Arts of Safavid Iran","Asia Society","New York","October 16, 2003–January 18, 2004","2003-10-16","2004-01-18","","2"
"316008","http://www.metmuseum.org/art/collection/search/316008","Islands and Ancestors: Indigenous Styles of Southeast Asia","The Metropolitan Museum of Art","","September 8, 1988","1988-09-08","1988-09-08","","1"
"316008","http://www.metmuseum.org/art/collection/search/316008","The Shape of Time: Art and Ancestors of Oceania from The Metropolitan Museum of Art","Museum of Art Pudong","Shanghai","June 1–August 20, 2023","2023-06-01","2023-08-20","","2"
"316008","http://www.metmuseum.org/art/collection/search/316008","The Shape of Time: Art and Ancestors of Oceania from The Metropolitan Museum of Art","Qatar Museums","Doha","October 24, 2023–January 15, 2024","2023-10-24","2024-01-15","","3"
"451490","http://www.metmuseum.org/art/collection/search/451490","The Art of Imperial Turkey and Its European Echoes","The Metropolitan Museum of Art","New York","November 17, 1973–March 3, 1974","1973-11-17","1974-03-03","no catalogue","1"
"451490","http://www.metmuseum.org/art/collection/search/451490","The Age of Sultan Süleyman the Magnificent","National Gallery of Art, Washington D.C","Washington","January 25–May 17, 1987","1987-01-25","1987-05-17","no. 199","2"
"451490","http://www.metmuseum.org/art/collection/search/451490","The Age of Sultan Süleyman the Magnificent","Art Institute of Chicago","Chicago","June 14–September 7, 1987","1987-06-14","1987-09-07","no. 199","3"
"451490","http://www.metmuseum.org/art/collection/search/451490","The Age of Sultan Süleyman the Magnificent","The Metropolitan Museum of Art","New York","October 4, 1987–January 17, 1988","1987-10-04","1988-01-17","no. 199","4"
"459055","http://www.metmuseum.org/art/collection/search/459055","","(76.5 x 54.6 cm)
Classification: Paintings
Credit Line: Robert Lehman Collection,","Title: The Annunciation
Artist: Hans Memling (Netherlandish, Seligenstadt, active by 1465–died 1494 Bruges)
Date: 1480–89
Medium: Oil on panel, transferred to canvas
Dimensions: 30 1/8 x 21 1/2 in","1975","","","","1"
"40081","http://www.metmuseum.org/art/collection/search/40081","Chinese Art Under the Mongols","Cleveland Museum of Art","","October 1, 1968–November 4, 1968","1968-10-01","1968-11-04","","1"
"40081","http://www.metmuseum.org/art/collection/search/40081","Chinese Art Under the Mongols","Asia House Gallery","New York","January 9, 1969–February 2, 1969","1969-01-09","1969-02-02","","2"
"40081","http://www.metmuseum.org/art/collection/search/40081","Song and Yuan Paintings: Exhibition of Newly Acquired Chinese Paintings","The Metropolitan Museum of Art","New York","November 1, 1973–January 20, 1974","1973-11-01","1974-01-20","","3"
"40081","http://www.metmuseum.org/art/collection/search/40081","Song and Yuan Paintings","British Museum","London","November 7, 1975–January 4, 1976","1975-11-07","1976-01-04","","4"
"40081","http://www.metmuseum.org/art/collection/search/40081","Peach Blossom Spring","The Metropolitan Museum of Art","New York","November 21, 1983–June 3, 1984","1983-11-21","1984-06-03","","5"
"40081","http://www.metmuseum.org/art/collection/search/40081","Kernels of Energy, Bones of Earth","China House Gallery","New York","October 23, 1985–January 29, 1986","1985-10-23","1986-01-29","","6"
"40081","http://www.metmuseum.org/art/collection/search/40081","Landscape Painting in the East and West","Shizuoka Prefectural Museum of Art","","April 17, 1986–June 1, 1986","1986-04-17","1986-06-01","","7"
"40081","http://www.metmuseum.org/art/collection/search/40081","Landscape Painting in the East and West","Kobe City Museum","","June 7, 1986–July 13, 1986","1986-06-07","1986-07-13","","8"
"40081","http://www.metmuseum.org/art/collection/search/40081","The Artist as Collector: Masterpieces of Chinese Painting from the C.C.Wang Family Collection","The Metropolitan Museum of Art","New York","September 2, 1999–January 9, 2000","1999-09-02","2000-01-09","","9"
"40081","http://www.metmuseum.org/art/collection/search/40081","The World of Scholars' Rocks: Gardens, Studios, and Paintings","The Metropolitan Museum of Art","New York","February 1–August 20, 2000","2000-02-01","2000-08-20","","10"
"40081","http://www.metmuseum.org/art/collection/search/40081","The Douglas Dillon Legacy: Chinese Painting for the Metropolitan Museum","The Metropolitan Museum of Art","New York","March 12–August 8, 2004","2004-03-12","2004-08-08","","11"
"40081","http://www.metmuseum.org/art/collection/search/40081","Anatomy of a Masterpiece: How to Read Chinese Paintings","The Metropolitan Museum of Art","New York","March 1–August 10, 2008","2008-03-01","2008-08-10","","12"
"40081","http://www.metmuseum.org/art/collection/search/40081","The World of Khubilai Khan: Chinese Art in the Yuan Dynasty","The Metropolitan Museum of Art","New York","September 28, 2010–January 2, 2011","2010-09-28","2011-01-02","","13"
"40081","http://www.metmuseum.org/art/collection/search/40081","Chinese Gardens: Pavilions, Studios, Retreats","The Metropolitan Museum of Art","New York","August 18, 2012–January 6, 2013","2012-08-18","2013-01-06","","14"
"40081","http://www.metmuseum.org/art/collection/search/40081","Masterpieces of Chinese Painting from the Metropolitan Collection (Rotation Two)","The Metropolitan Museum of Art","New York","May 7–October 11, 2016","2016-05-07","2016-10-11","","15"
"459234","http://www.metmuseum.org/art/collection/search/459234","","Title: Three Virtues (Temperance, Hope, and Fortitude or Justice) and Studies of a Seated Man
Artist: Circle of Lorenzo Monaco (Piero di Giovanni) (Italian, Florence (?) ca","","1370–1425","","","","1"
"313629","http://www.metmuseum.org/art/collection/search/313629","The World of Primitive Art","Museum of Primitive Art","","July 12, 1966–September 11, 1966","1966-07-12","1966-09-11","","1"
"313629","http://www.metmuseum.org/art/collection/search/313629","One World","El Paso Museum of Art","","March 12, 1968–May 12, 1968","1968-03-12","1968-05-12","","2"
"313629","http://www.metmuseum.org/art/collection/search/313629","Sculpture of Oceania","The Metropolitan Museum of Art","New York","April 4–September 5, 1972","1972-04-04","1972-09-05","","3"
"313629","http://www.metmuseum.org/art/collection/search/313629","Art of Oceania, Africa and the Americas","The Metropolitan Museum of Art","","September 22, 1972","1972-09-22","1972-09-22","","4"
"313629","http://www.metmuseum.org/art/collection/search/313629","Sculpture from the Pacific Islands","The Metropolitan Museum of Art","New York","August 13, 1974–March 15, 1975","1974-08-13","1975-03-15","","5"
"313629","http://www.metmuseum.org/art/collection/search/313629","Primitive Art/Masterworks","American Federation of Arts","","January 5, 1975–May 15, 1977","1975-01-05","1977-05-15","","6"
"313629","http://www.metmuseum.org/art/collection/search/313629","Primitive Art/Masterworks","Seattle Art Museum","","January 5, 1975–February 16, 1975","1975-01-05","1975-02-16","","7"
"313629","http://www.metmuseum.org/art/collection/search/313629","Primitive Art/Masterworks","Museum of Fine Arts, Houston","","March 23, 1975–May 4, 1975","1975-03-23","1975-05-04","","8"
"313629","http://www.metmuseum.org/art/collection/search/313629","Primitive Art/Masterworks","Dallas Museum of Art","","June 8, 1975–July 20, 1975","1975-06-08","1975-07-20","","9"
"313629","http://www.metmuseum.org/art/collection/search/313629","Primitive Art/Masterworks","Art Institute of Chicago","","August 25, 1975–October 10, 1975","1975-08-25","1975-10-10","","10"
"313629","http://www.metmuseum.org/art/collection/search/313629","Primitive Art/Masterworks","Virginia Museum of Fine Arts","","November 9, 1975–December 21, 1975","1975-11-09","1975-12-21","","11"
"313629","http://www.metmuseum.org/art/collection/search/313629","Primitive Art/Masterworks","Toledo Museum of Art","","April 11, 1976–May 25, 1976","1976-04-11","1976-05-25","","12"
"313629","http://www.metmuseum.org/art/collection/search/313629","Primitive Art/Masterworks","Walker Art Center","","June 27, 1976–August 8, 1976","1976-06-27","1976-08-08","","13"
"313629","http://www.metmuseum.org/art/collection/search/313629","Primitive Art/Masterworks","Denver Art Museum","","September 10, 1976–November 7, 1976","1976-09-10","1976-11-07","","14"
"313629","http://www.metmuseum.org/art/collection/search/313629","Primitive Art/Masterworks","de Young Museum, Fine Arts Museums of San Francisco","","March 12, 1977–May 15, 1977","1977-03-12","1977-05-15","","15"
"313629","http://www.metmuseum.org/art/collection/search/313629","The Shape of Time: Art and Ancestors of Oceania from The Metropolitan Museum of Art","Museum of Art Pudong","Shanghai","June 1–August 20, 2023","2023-06-01","2023-08-20","","16"
"313629","http://www.metmuseum.org/art/collection/search/313629","The Shape of Time: Art and Ancestors of Oceania from The Metropolitan Museum of Art","Qatar Museums","Doha","October 24, 2023–January 15, 2024","2023-10-24","2024-01-15","","17"
"500709","http://www.metmuseum.org/art/collection/search/500709","","45 1/2 × D","Title: Taūs (mayuri)
Date: 19th century
Geography: India
Culture: Indian
Medium: Wood, parchment, metal, feathers
Dimensions: W","1889","","","","1"
"471883","http://www.metmuseum.org/art/collection/search/471883","Patterns of Collecting: Selected Acquisitions, 1965–1975","The Metropolitan Museum of Art","New York","December 6, 1975–March 23, 1976","1975-12-06","1976-03-23","","1"
"471883","http://www.metmuseum.org/art/collection/search/471883","Kaiser-Karl IV, 1316-1378","Bayerisches Nationalmuseum","","June 10–October 10, 1978","1978-06-10","1978-10-10","","2"
"471883","http://www.metmuseum.org/art/collection/search/471883","Die Parler un der schöne Stil 1350-1400","Museum Schnütgen","","November 29, 1978–March 28, 1979","1978-11-29","1979-03-28","","3"
"471883","http://www.metmuseum.org/art/collection/search/471883","Les Fastes du Gothique: Le Siècle de Charles V","Pavillon de Marsan, Palais du Louvre","","1981","","","","4"
"471883","http://www.metmuseum.org/art/collection/search/471883","Prague, The Crown of Bohemia 1347-1437","The Metropolitan Museum of Art","New York","September 19, 2005–January 3, 2006","2005-09-19","2006-01-03","","5"
"471883","http://www.metmuseum.org/art/collection/search/471883","Charles IV, Emperor through the Grace of God: Culture and Art in the Time of the Last Luxembourgs, 1347–1437","Prague Castle","","February 16–May 21, 2006","2006-02-16","2006-05-21","","6"
"471883","http://www.metmuseum.org/art/collection/search/471883","Jan van Eyck: Grisailles","Museo Thyssen-Bornemisza","","November 3, 2009–January 31, 2010","2009-11-03","2010-01-31","","7"
"471883","http://www.metmuseum.org/art/collection/search/471883","Císař Karel IV. 1316–2016","National Gallery in Prague","","May 14, 2016–September 25, 2016","2016-05-14","2016-09-25","","8"
"471883","http://www.metmuseum.org/art/collection/search/471883","The Colmar Treasure: A Medieval Jewish Legacy","The Metropolitan Museum of Art, The Cloisters","New York","July 22, 2019–January 12, 2020","2019-07-22","2020-01-12","","9"
"471883","http://www.metmuseum.org/art/collection/search/471883","Spectrum of Desire: Love, Sex, and Gender in the Middle Ages","The Metropolitan Museum of Art, The Cloisters","New York","October 17, 2025–March 29, 2026","2025-10-17","2026-03-29","","10"
"203008","http://www.metmuseum.org/art/collection/search/203008","Masterpieces of Fifty Centuries","The Metropolitan Museum of Art","New York","November 14, 1970–June 1, 1971","1970-11-14","1971-06-01","","1"
"435826","http://www.metmuseum.org/art/collection/search/435826","Summer Exhibition","Grosvenor Gallery","London","1878","","","no. 108","1"
"435826","http://www.metmuseum.org/art/collection/search/435826","Pictures by E. Burne-Jones, ARA, and G. F. Watts, RA","Birmingham Museum and Art Gallery","","1885","","","no catalogue","2"
"435826","http://www.metmuseum.org/art/collection/search/435826","Royal Jubilee Exhibition","location unknown","Manchester","1887","","","no. 205","3"
"435826","http://www.metmuseum.org/art/collection/search/435826","Loan Collection of Pictures","Corporation of London Art Gallery","","June 12–August 31, 1890","1890-06-12","1890-08-31","no. 26","4"
"435826","http://www.metmuseum.org/art/collection/search/435826","Exhibition of the Works of Edward Burne-Jones","New Gallery","London","1892","","","no. 40","5"
"435826","http://www.metmuseum.org/art/collection/search/435826","The Works of Sir Edward Burne-Jones","New Gallery","London","December 31, 1898–April 18","1898-12-31","","no. 109","6"
"435826","http://www.metmuseum.org/art/collection/search/435826","Franco-British Exhibition","Palace of Fine Arts","London","1908","","","no. 98","7"
"435826","http://www.metmuseum.org/art/collection/search/435826","Centenary Exhibition of Paintings and Drawings by Sir Edward Burne-Jones, Bart.","Tate Gallery","London","June 17–August 31, 1933","1933-06-17","1933-08-31","no. 9","8"
"435826","http://www.metmuseum.org/art/collection/search/435826","","University Club","New York","October 13, 1948–March 20, 1949","1948-10-13","1949-03-20","","9"
"435826","http://www.metmuseum.org/art/collection/search/435826","The Pre-Raphaelites","Tate Gallery","London","March 7–May 28, 1984","1984-03-07","1984-05-28","no. 149","10"
"435826","http://www.metmuseum.org/art/collection/search/435826","Lost Paradise: Symbolist Europe","Montreal Museum of Fine Arts","","June 8–October 15, 1995","1995-06-08","1995-10-15","no. 37","11"
"435826","http://www.metmuseum.org/art/collection/search/435826","The Grosvenor Gallery: A Palace of Art in Victorian England","Yale Center for British Art","New Haven","March 2–April 28, 1996","1996-03-02","1996-04-28","no. 8","12"
"435826","http://www.metmuseum.org/art/collection/search/435826","The Victorians: British Painting 1837–1901","National Gallery of Art","Washington","February 16–May 11, 1997","1997-02-16","1997-05-11","no. 38","13"
"435826","http://www.metmuseum.org/art/collection/search/435826","Edward Burne-Jones: Victorian Artist-Dreamer","The Metropolitan Museum of Art","New York","June 4–September 6, 1998","1998-06-04","1998-09-06","no. 84","14"
"435826","http://www.metmuseum.org/art/collection/search/435826","Edward Burne-Jones: Victorian Artist-Dreamer","Birmingham Museums and Art Gallery","","October 17, 1998–January 17, 1999","1998-10-17","1999-01-17","no. 84","15"
"435826","http://www.metmuseum.org/art/collection/search/435826","Edward Burne-Jones, 1833–1898","Musée d'Orsay","Paris","March 1–June 6, 1999","1999-03-01","1999-06-06","no. 84","16"
"435826","http://www.metmuseum.org/art/collection/search/435826","Symbolism in Danish and European Painting 1870–1910","Statens Museum for Kunst","Copenhagen","September 29, 2000–January 14, 2001","2000-09-29","2001-01-14","no. 58","17"
"435826","http://www.metmuseum.org/art/collection/search/435826","Great British Paintings from American Collections: Holbein to Hockney","Yale Center for British Art","New Haven","September 27–December 30, 2001","2001-09-27","2001-12-30","no. 62","18"
"435826","http://www.metmuseum.org/art/collection/search/435826","Artist as Narrator: Nineteenth Century Narrative Art in England and France","Oklahoma City Museum of Art","","September 8–November 27, 2005","2005-09-08","2005-11-27","no. 11","19"
"435826","http://www.metmuseum.org/art/collection/search/435826","Art & Music in Britain: Four Encounters, 1730–1900","Yale Center for British Art","New Haven","October 5–December 31, 2006","2006-10-05","2006-12-31","","20"
"435826","http://www.metmuseum.org/art/collection/search/435826","The Pre-Raphaelite Legacy: British Art and Design","The Metropolitan Museum of Art","New York","May 20–October 26, 2014","2014-05-20","2014-10-26","no catalogue","21"
"471922","http://www.metmuseum.org/art/collection/search/471922","Exposition de Sculpture: Sculpture comparée de l'antiquité, du moyen âge et de la Renaissance","Arthur Sambon Gallery","","April 16–May 16, 1928","1928-04-16","1928-05-16","","1"
"478382","http://www.metmuseum.org/art/collection/search/478382","","(8 x 0.8 cm)
Classification: Enamels-Champlevé & Cloisonné
Credit Line: Purchase, Gift of The Hearst Foundation and Rogers Fund, by exchange,","Title: Enamel from a Reliquary
Artist: Workshop of the Master of the Virgin Mary's Reliquary Casket (German, Aachen)
Date: early 13th century
Geography: Made in Cologne, Germany
Culture: German
Medium: Champlevé & cloisonné enamel, copper-gilt
Dimensions: Overall: 3 1/8 x 5/16 in","2008","","","","1"
"465966","http://www.metmuseum.org/art/collection/search/465966","Masterpieces of Flemish Art: Van Eyck to Bosch","Musée Communal des Beaux-Arts","","June 25–September 11, 1960","1960-06-25","1960-09-11","","1"
"465966","http://www.metmuseum.org/art/collection/search/465966","Masterpieces of Flemish Art: Van Eyck to Bosch","Detroit Institute of Arts","","October 18–December 31, 1960","1960-10-18","1960-12-31","","2"
"465966","http://www.metmuseum.org/art/collection/search/465966","Medieval Art from Private Collections","The Cloisters, The Metropolitan Museum of Art","New York","October 30, 1968–March 30, 1969","1968-10-30","1969-03-30","","3"
"465966","http://www.metmuseum.org/art/collection/search/465966","Patterns of Collecting: Selected Acquisitions, 1965–1975","The Metropolitan Museum of Art","New York","December 6, 1975–March 23, 1976","1975-12-06","1976-03-23","","4"
"466187","http://www.metmuseum.org/art/collection/search/466187","Gothic and Renaissance Art in Nuremberg, 1300–1550","The Metropolitan Museum of Art","New York","April 8–June 22, 1986","1986-04-08","1986-06-22","","1"
"466187","http://www.metmuseum.org/art/collection/search/466187","Nürnberg 1300–1550: Kunst der Gotik und Renaissance","Germanisches Nationalmuseum","Nuremberg","July 24–September 28, 1986","1986-07-24","1986-09-28","","2"
"466187","http://www.metmuseum.org/art/collection/search/466187","Mirror of the Medieval World","The Metropolitan Museum of Art","New York","March 9–June 1, 1999","1999-03-09","1999-06-01","","3"
"469930","http://www.metmuseum.org/art/collection/search/469930","Mirror of the Medieval World","The Metropolitan Museum of Art","New York","March 9–June 1, 1999","1999-03-09","1999-06-01","","1"
"469930","http://www.metmuseum.org/art/collection/search/469930","The Philippe de Montebello Years: Curators Celebrate Three Decades of Acquisitions","The Metropolitan Museum of Art","New York","October 24, 2008–February 1, 2009","2008-10-24","2009-02-01","","2"
"634108","http://www.metmuseum.org/art/collection/search/634108","Exposition Fantaisiste","Théâtre du Sapajou","Geneva","May 3–October 18, 1896","1896-05-03","1896-10-18","no. 12","1"
"634108","http://www.metmuseum.org/art/collection/search/634108","","Kunsthaus Zürich","","May 8–June 1, 1919","1919-05-08","1919-06-01","no. 120","2"
"634108","http://www.metmuseum.org/art/collection/search/634108","Leihgabe aus Basler Privatbesitz","Kunstmuseum Solothurn","","2013","","","","3"
