Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,Loci,score,description
1970.45.26,False,False,False,309665,,"Arts of Africa, Oceania, and the Americas",1970,Figure,Stone Mother and Child Figure,Inuit,,,,,6350,Artist, ,Madeleine Katoo,"First Nation, Inuit, born 1916", ,"Katoo, Madeleine",First Nation,1916,9999,Female,,,1967,1967,1967,Stone,H x W x D: 5 1/8 x 1 9/16 x 3 1/4in. (13 x 4 x 8.2cm),"Purchase, The Houghton Foundation Inc. Gift, 1970",,,,Nunavut,Canada,Baffin Island,,,,Hudson Bay,Stone-Sculpture,,http://www.metmuseum.org/art/collection/search/309665,,,"Metropolitan Museum of Art, New York, NY",Infants|Mothers,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025932,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q7560,,12,
1970.45.45,False,False,False,309678,,"Arts of Africa, Oceania, and the Americas",1970,Figure,Stone Mother and Child,Inuit,,,,,6330,Artist, ,Takealoo, , ,Takealoo, ,1940,2040,,,,1967,1967,1967,Stone,H x W x D: 4 7/16 x 4 1/16 x 5 1/16 in. (11.3 x 10.3 x 12.9 cm),"Purchase, The Houghton Foundation Inc. Gift, 1970",,,,Nunavut,Canada,Baffin Island,,,,Patricia Bay,Stone-Sculpture,,http://www.metmuseum.org/art/collection/search/309678,,,"Metropolitan Museum of Art, New York, NY",Faces|Children|Mothers,http://vocab.getty.edu/page/aat/300251798|http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025932,https://www.wikidata.org/wiki/Q37017|https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q7560,,12,
1970.45.48,False,False,False,309681,,"Arts of Africa, Oceania, and the Americas",1970,Figure,Stone Faces with Seals,Inuit,,,,,6331,Artist, ,Peteroosie, , ,Peteroosie, ,1940,2040,,,,1967,1967,1967,Stone,H x W x D: 4 11/16 x 7 13/16 x 13 7/8 in. (11.8 x 19.8 x 35.2 cm),"Purchase, The Houghton Foundation Inc. Gift, 1970",,,,Nunavut,Canada,Baffin Island,,,,Patricia Bay,Stone-Sculpture,,http://www.metmuseum.org/art/collection/search/309681,,,"Metropolitan Museum of Art, New York, NY",Faces|Seals,http://vocab.getty.edu/page/aat/300251798|http://vocab.getty.edu/page/aat/300028877,https://www.wikidata.org/wiki/Q37017|https://www.wikidata.org/wiki/Q162919,,12,
1970.45.50,False,False,False,309683,,"Arts of Africa, Oceania, and the Americas",1970,Bird figure,Stone Ptarmigan,Inuit,,,,,6331,Artist, ,Tekalookjuk, , ,Tekalookjuk, ,1940,2040,,,,1967,1967,1967,Stone,H x W x D: 5 1/8 x 13 x 12 1/16 in. (13 x 33 x 30.6 cm),"Purchase, The Houghton Foundation Inc. Gift, 1970",,,,Nunavut,Canada,Baffin Island,,,,Patricia Bay,Stone-Sculpture,,http://www.metmuseum.org/art/collection/search/309683,,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,,12,
1970.45.52,False,False,False,309685,,"Arts of Africa, Oceania, and the Americas",1970,Figure,Stone Raven and Young,Inuit,,,,,6330,Artist, ,Takealoo, , ,Takealoo, ,1940,2040,,,,1967,1967,1967,Stone,H x W x D: 7 1/8 x 6 3/16 x 3 5/8 in. (18.2 x 15.7 x 9.2 cm),"Purchase, The Houghton Foundation Inc. Gift, 1970",,,,Nunavut,Canada,Baffin Island,,,,Patricia Bay,Stone-Sculpture,,http://www.metmuseum.org/art/collection/search/309685,,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,,12,
1970.45.54,False,False,False,309687,,"Arts of Africa, Oceania, and the Americas",1970,Bird figure,Raven,Inuit,,,,,6331,Artist, ,Ilkoo, , ,Ilkoo, ,1940,2040,,,,1967,1967,1967,Stone,H. 7 3/4 × W. 4 5/8 × L. 11 in. (19.7 × 11.7 × 27.9 cm),"Purchase, The Houghton Foundation Inc. Gift, 1970",,,,Nunavut,Canada,Baffin Island,,,,Patricia Bay,Stone-Sculpture,,http://www.metmuseum.org/art/collection/search/309687,,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,,12,
1970.45.55,False,False,False,309688,,"Arts of Africa, Oceania, and the Americas",1970,Figure,Woman's Head,Inuit,,,,,6332,Artist, ,Noochinak, , ,Noochinak, ,1940,2040,,,,1967,1967,1967,Stone,H x W x D: 9 1/8 x 5 9/16 x 8 3/4 in. (23.3 x 14.1 x 22.3 cm),"Purchase, The Houghton Foundation Inc. Gift, 1970",,,,Nunavut,Canada,Baffin Island,,,,Patricia Bay,Stone-Sculpture,,http://www.metmuseum.org/art/collection/search/309688,,,"Metropolitan Museum of Art, New York, NY",Heads|Women,http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q467,,12,
1970.45.36,False,False,False,309461,,"Arts of Africa, Oceania, and the Americas",1970,Figure,Stone Mother and Child,Inuit,,,,,6330,Artist, ,Nirvink, , ,Nirvink, ,1940,2040,,,,1966,1966,1966,Stone,H x W x D: 11 7/8 x 6 9/16 x 10 3/16 in. (30.2 x 16.6 x 25.8 cm),"Purchase, The Houghton Foundation Inc. Gift, 1970",,,,Nunavut,Canada,Baffin Island,,,,Hudson Bay,Stone-Sculpture,,http://www.metmuseum.org/art/collection/search/309461,,,"Metropolitan Museum of Art, New York, NY",Children|Mothers,http://vocab.getty.edu/page/aat/300025945|http://vocab.getty.edu/page/aat/300025932,https://www.wikidata.org/wiki/Q7569|https://www.wikidata.org/wiki/Q7560,,12,
69.269.15,False,False,False,309573,,"Arts of Africa, Oceania, and the Americas",1969,Figure,"Stone Male in Parka (""Man Holding Bird"")",Inuit,,,,,6330,Artist, ,Takealoo, , ,Takealoo, ,1940,2040,,,,ca. 1968,1965,1970,Stone,Height 10-1/2 in.,"Gift of James A. Houston, 1969",,,,Nunavut,Canada,Baffin Island,,,,Patricia Bay,Stone-Sculpture,,http://www.metmuseum.org/art/collection/search/309573,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,,12,
"2016.573a, b",False,False,False,715078,,Asian Art,2016,Writing box,室瀬和美作 公孫樹蒔絵螺鈿硯箱|Writing box (Suzuribako) with Ginkgo Leaves,Japan,Heisei period (1989–2019),,,,19174,Artist, ,Murose Kazumi,"Japanese, born 1950", ,Murose Kazumi,Japanese,1950,9999,,(not assigned),https://www.wikidata.org/wiki/Q11453037,2015,2015,2015,"Lacquered wood with gold and silver togidashimaki-e, hiramaki-e and mother-of-pearl inlay",H. 1 3/16 in. (4.6 cm); W. 10 3/16 in. (25.8 cm); D. 9 5/8 in. (24.5 cm),"William R. Appleby Fund, 2016",,,,,,,,,,,Lacquer,© Murose Kazumi,http://www.metmuseum.org/art/collection/search/715078,https://www.wikidata.org/wiki/Q108659058,,"Metropolitan Museum of Art, New York, NY",Leaves,http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q33971,,5,
"2013.168a, b",False,False,False,78300,231,Asian Art,2013,Sculpture,"深見陶治作　「屹」|""Upright"" (Kitsu)",Japan,Heisei period (1989–2019),,,,1554,Artist, ,Fukami Sueharu,"Japanese, born 1947", ,Fukami Sueharu,Japanese,1947,9999,,(not assigned),https://www.wikidata.org/wiki/Q23023717,2012,2012,2012,Porcelain with seihakuji (pale blue) glaze,Overall (with base): H. 77 3/4 in. (197.5 cm); W. 11 1/4 in. (28.6 cm); D. 8 in. (20.3 cm),"Purchase, Mary and James G. Wallach Foundation Gift, 2013",,,,,,,,,,,Ceramics,© Fukami Sueharu,http://www.metmuseum.org/art/collection/search/78300,https://www.wikidata.org/wiki/Q116397098,,"Metropolitan Museum of Art, New York, NY",Sculpture|Abstraction,http://vocab.getty.edu/page/aat/300047090|http://vocab.getty.edu/page/aat/300056508,https://www.wikidata.org/wiki/Q860861|https://www.wikidata.org/wiki/Q162150,,5,
2014.446a–c,False,False,False,656756,,Asian Art,2014,Print,浜西勝則画 「着物―四季」|Kimono–Four Seasons,Japan,Heisei period (1989–2019),,,,17875,Artist, ,Hamanishi Katsunori 浜西勝則,"Japanese, born 1949", ,Hamanishi Katsunori 浜西勝則,Japanese,1949,9999,,http://vocab.getty.edu/page/ulan/500467825,https://www.wikidata.org/wiki/Q55218867,2012,2012,2012,Triptych of mezzotint sheets,"Image (each): 23 3/4 × 17 3/4 in. (60.3 × 45.1 cm)
Sheet (each): 29 5/8 × 21 in. (75.2 × 53.3 cm)","Gift of Sue Cassidy Clark, in honor of John T. Carpenter, 2014",,,,,,,,,,,Prints,© Hamanishi Katsunori,http://www.metmuseum.org/art/collection/search/656756,,,"Metropolitan Museum of Art, New York, NY",Flowers,http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q506,,5,
2011.493a–j,False,True,False,76970,,Asian Art,2011,Taxidermied deer,名和晃平作|PixCell-Deer#24,Japan,Heisei period (1989–2019),,,,1941,Artist, ,Kohei Nawa 名和晃平,"Japanese, born 1975", ,"Nawa, Kohei",Japanese,1975,9999,,,,2011,2011,2011,Mixed media; taxidermied deer with artificial crystal glass,H. 80 11/16 in. (205 cm); W. 59 1/16 in. (150 cm); D. 78 3/4 in. (200 cm),"Purchase, Acquisitions Fund and Peggy and Richard M. Danziger Gift, 2011",,,,,,,,,,,Sculpture,© Kohei Nawa,http://www.metmuseum.org/art/collection/search/76970,,,"Metropolitan Museum of Art, New York, NY",Deer,http://vocab.getty.edu/page/aat/300250308,https://www.wikidata.org/wiki/Q685795,,5,
2013.161,False,False,False,78184,,Asian Art,2013,Calligraphy,,Japan,Heisei period (1989–2019),,,,1975,Artist, ,Shinoda Tōkō,"Japanese, 1913–2021", ,Shinoda Tōkō,Japanese,1913,2021,Female,http://vocab.getty.edu/page/ulan/500171912,https://www.wikidata.org/wiki/Q114709,dated 2011,2011,2011,Ink on gilded paper; framed,Image: 9 1/16 x 5 1/2 in. (23 x 14 cm),"Purchase, Gift of Estate of Mrs. E. H. Harriman, by exchange, 2013",,,,,,,,,,,Calligraphy,© Shinoda Tōkō,http://www.metmuseum.org/art/collection/search/78184,,,"Metropolitan Museum of Art, New York, NY",Calligraphy,http://vocab.getty.edu/page/aat/300266660,https://www.wikidata.org/wiki/Q12681,,5,"Over a gold-leaf background covered with a thin layer of white paint, the contemporary artist Shinoda Tk has brushed in ink a famous poem by the courtier-poet Ki no Tomonori from the anthology One Hundred Poems by One Hundred Poets (Hyakunin isshu, no. 33). Shinoda, who just turned a hundred years old recently, is best known as a painter, printmaker and lithographer, and has also earned esteem as calligrapher who had studied ancient models as a youth but went on to develop her own distinctive brush writing style. Shinodas graphic works, which brought her great fame during the postwar period, often incorporate abstracted calligraphic motifs, and an understanding of her experiments in calligraphy is crucial for a full understanding of her artistic corpus."
2017.176,False,False,False,733693,,Asian Art,2017,Figure,土岐謙次作　「鎧ふかたち」|Armored Form (Yorou-katachi) No. 9,Japan,Heisei period (1989–2019),,,,19452,Artist, ,Toki Kenji,"Japanese, born 1969", ,Toki Kenji,Japanese,1969,9999,,,,2009,2009,2009,Plastic and lacquer,H. 12 7/8 in. (32.7 cm); W. 7 1/8 in. (18.1 cm); D. 3 1/4 in. (8.3 cm),"Gift of the artist, 2017",,,,,,,,,,,Lacquer,© Toki Kenji,http://www.metmuseum.org/art/collection/search/733693,,,"Metropolitan Museum of Art, New York, NY",Armor,http://vocab.getty.edu/page/aat/300226591,https://www.wikidata.org/wiki/Q20793164,,5,
2007.13,False,False,False,73601,,Asian Art,2007,Photographic album,當代 秋麥 華山圖 冊 摄影 噴墨印 紙本|Bounded by Mountains: Mount Hua,China,Contemporary,,,,1763,Artist, ,Michael Cherney,"American, born 1969", ,"Cherney, Michael",American,1969,9999,,http://vocab.getty.edu/page/ulan/500337855,,2005–6,2005,2006,Photographic album of twelve leaves; inkjet print on mica-flecked paper,Image (each leaf): 10 1/4 x 14 15/16 in. (26 x 38 cm),"Purchase, Josephine L. Berger-Nadler Gift, in honor of Marie-Hélène and Guy Weill, 2007",,,,,,,,,,,Photographs,© © Michael Cherney,http://www.metmuseum.org/art/collection/search/73601,,,"Metropolitan Museum of Art, New York, NY",Mountains,http://vocab.getty.edu/page/aat/300008795,https://www.wikidata.org/wiki/Q8502,,5,"This album of twelve images was created from a digital scan of a single frame of 35mm film shot while the artist was visiting Mount Hua, the sacred mountain of the west, in winter 2005. Through the subjective and selective process of cropping, the resulting series of images mimics the sense of shifting perspective often depicted in traditional Chinese landscape paintings. Cherney was inspired by the early-Ming dynasty painter Wang Lü (ca. 13321395), who is most famous for his album of scenic studies of Mount Hua and for having advocated the study of nature over that of earlier painting styles in order to achieve realism. The label strip on Cherney's wood album cover bears a seal with a legend that quotes Wang: ""My eye takes Mount Hua as its teacher."" But Cherney reverses Wang's creative process: by enlarging and fragmenting a panoramic vista of the mountain, he transforms objective realism, as captured by the camera lens, into tonal abstraction. Although born and raised in the United States, Michael Cherney has adopted a Chinese name (Qiu Mai) and, in recent years, has been exploring processes that honor traditional Chinese materials, mounting techniques, and subject matter. This work is from his series of printed albums entitled Bounded by Mountains, all produced in a format that combines the technologies of photography, digital printing, and traditional craftsmanship."
2008.464,False,False,False,75154,,Asian Art,2008,Flower vase,中川衛作　象嵌朧銀花器「夕霽」|Clearing of the Evening Sky (Sekisei),Japan,Heisei period (1989–2019),,,,1832,Artist, ,Nakagawa Mamoru,"Japanese, born 1947", ,Nakagawa Mamoru,Japanese,1947,9999,,,,2005,2005,2005,"Cast alloy of copper, silver, and tin with inlays of copper, silver, and gold

",H. 8 3/4 in. (22.3 cm); W. 9 13/16 in. (25 cm); D. 6 3/4 in. (17.2 cm),"William R. Appleby Fund, 2008",,,,,,,,,,,Metalwork,© Nakagawa Mamoru,http://www.metmuseum.org/art/collection/search/75154,,,"Metropolitan Museum of Art, New York, NY",Clouds,http://vocab.getty.edu/page/aat/300343840,https://www.wikidata.org/wiki/Q8074,,5,
2009.347,False,False,False,75424,,Asian Art,2009,Sake flask,鈴木五郎作  織部瓢徳利|Gourd-shaped sake flask (tokkuri),Japan,Heisei period (1989–2019),,,,1882,Artist, ,Suzuki Gorō,"Japanese, born 1941", ,Suzuki Gorō,Japanese,1941,9999,,,,2005,2005,2005,Stoneware with green and brown glazes (Oribe ware),H. 7 in. (17.8 cm); Diam. of rim: 1 1/4 in. (3.2 cm); Diam. of foot: 2 1/2 in. (6.4 cm),"Purchase, Noritaka Moriuchi Gift, in memory of Richard W. Rabinowitz, 2009",,,,,,,,,,,Ceramics,© Suzuki Gorô,http://www.metmuseum.org/art/collection/search/75424,,,"Metropolitan Museum of Art, New York, NY",Gourds,http://vocab.getty.edu/page/aat/300011870,https://www.wikidata.org/wiki/Q7370671,,5,
2001.733,False,False,False,64112,,Asian Art,2001,Vase,武腰潤作　翡翠の絵長瓶|Tall Vase with Kingfishers,Japan,Heisei period (1989–2019),,,,1386,Artist, ,Takegoshi Jun,"Japanese, born 1948", ,Takegoshi Jun,Japanese,1948,9999,,http://vocab.getty.edu/page/ulan/500196989,https://www.wikidata.org/wiki/Q97647706,2001,2001,2001,Porcelain with overglaze enamels and underglaze blue (Kutani ware),H. 18 1/4 in. (46.4 cm); W. 3 1/2 in. (8.9 cm); D. 4 in. (10.2 cm),"Purchase, Barbara and William Karatz Gift, 2001",,,,,,,,,,,Ceramics,© Takegoshi Jun,http://www.metmuseum.org/art/collection/search/64112,,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,,5,
2019.377.2,False,False,False,828413,,Costume Institute,1999,Headpiece,"""Summer Pudding"" Headpiece",British,,,,,3284,Designer, ,Deirdre Hawken,"British, born Reading, 1945", ,"Hawken, Deirdre",British,1945,          ,Female,,,2018,2018,2018,"cotton, silk, metal, glass, elastic",,"Gift of Deirdre Hawken, 2019",,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/828413,,,"Metropolitan Museum of Art, New York, NY",Food,http://vocab.getty.edu/page/aat/300254496,https://www.wikidata.org/wiki/Q2095,,4,
2020.267.1a–f,False,False,False,840865,,Costume Institute,2020,Ensemble,Ensemble,American,,,,,2840,Artist, ,Thom Browne,"American, born 1965", ,Browne Thom,American,1965,9999,,(not assigned),https://www.wikidata.org/wiki/Q3524805,spring/summer 2018,2018,2018,"silk, glass, plastic, wood, leather, cotton",,"Gift of Thom Browne, in Celebration of the Museum's 150th Anniversary, 2020",,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/840865,,,"Metropolitan Museum of Art, New York, NY",Skeletons,http://vocab.getty.edu/page/aat/300191778,https://www.wikidata.org/wiki/Q7881,,4,
2016.583,False,False,False,712766,,Costume Institute,2016,Tote,Tote,American,,,,,268295650,Designer|Artist, |Print by,Narciso Rodriguez|Robert Longo,"American, born 1961|American, born 1953", | ,"Rodriguez, Narciso|Longo, Robert",American|American,1961      |1953      ,9999      |9999      ,|,http://vocab.getty.edu/page/ulan/500524728|http://vocab.getty.edu/page/ulan/500004035,https://www.wikidata.org/wiki/Q1775942|https://www.wikidata.org/wiki/Q1250139,2016,2016,2016,leather,,"Gift of Harold Koda, 2016",,,,,,,,,,,,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/712766,,,"Metropolitan Museum of Art, New York, NY",Women|Men,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q8441,,4,
2020.44a–e,False,False,False,817917,,Costume Institute,2020,Ensemble,Ensemble,Belgian,,,,,2540,Designer, ,Walter Van Beirendonck,"Belgian, born 1957", ,Van Beirendonck Walter,Belgian,1957,9999,,,,spring/summer 2016,2016,2016,"(a) cotton, (b) cotton, (c) cotton, (d, e) cotton, rubber",,"Purchase, Friends of The Costume Institute Gifts, 2020",,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/817917,,,"Metropolitan Museum of Art, New York, NY",Trains|Cars|Lions,http://vocab.getty.edu/page/aat/300212738|http://vocab.getty.edu/page/aat/300178739|http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q870|https://www.wikidata.org/wiki/Q1420|https://www.wikidata.org/wiki/Q140,,4,
2015.632,False,False,False,700441,,Costume Institute,2015,Dress,Dress,Dutch,,,,,254042540,Couture Line|Design House, | ,Viktor and Rolf|Viktor and Rolf,"Dutch, founded 1993|Dutch, founded 1993", | ,Viktor and Rolf|Viktor and Rolf,Dutch|Dutch,1993      |1993      ,1993      |1993      ,|,|,|,fall/winter 2015–16,2015,2016,"synthetic, cotton, wood",,"Purchase, Friends of The Costume Institute Gifts, 2015",,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/700441,,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467,,4,"Is fashion art, or is art fashion? That was the question Viktor & Rolf posed with their autumn/winter 201516 couture collection. Staged as a performance piece, the runway show featured a series of garments composed of painterly canvases affixed to hinged frames wrapped in fabric that suggests the appearance of gilt wood. Several designs were appliquéd with jacquard-woven images of Baroque and Rococo paintings from the Rijksmuseums in Amsterdam, including this dress adorned with fragmented portraits and embroidered and appliquéd paint splatters. As the presentation progressed, Viktor & Rolf removed select ensembles from the models and hung them like paintings on a wall. Since their debut in 1993, the designers have emphasized the consonance between art and fashion; with this collection they asserted that the boundary between the two remains fluid."
2015.49.2,False,False,False,646439,,Costume Institute,2015,Dress,Dress,Italian,,,,,1.77E+15,Designer|Designer|Design House, | | ,Maria Grazia Chiuri|Pierpaolo Piccioli|Valentino,"Italian, born 1964|Italian, born 1967|Italian, founded 1959", | | ,"Valentino S.p.A. Grazia Chiuri, Maria|Piccioli, Pierpaolo|Valentino",Italian|Italian|Italian,1964      |1967      |1959      ,9999      |9999      |2060      ,Female||,(not assigned)|(not assigned)|,https://www.wikidata.org/wiki/Q25647315|https://www.wikidata.org/wiki/Q56350704|,spring/summer 2014,2014,2014,"silk, metal, glass",,"Gift of Valentino S.p.A., 2015",,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/646439,,,"Metropolitan Museum of Art, New York, NY",Music,http://vocab.getty.edu/page/aat/300435214,https://www.wikidata.org/wiki/Q638,,4,
2017.448.1,False,False,False,751587,,Costume Institute,2017,Evening dress,Evening dress,Italian,,,,,1.77E+20,Designer|Designer|Design House|Couture Line, | | | ,Pierpaolo Piccioli|Maria Grazia Chiuri|Valentino|Valentino,"Italian, born 1967|Italian, born 1964|Italian, founded 1959|Italian, founded 1959", | | | ,"Piccioli, Pierpaolo|Valentino S.p.A. Grazia Chiuri, Maria|Valentino|Valentino",Italian|Italian|Italian|Italian,1967      |1964      |1959      |1959      ,9999      |9999      |2060      |2060      ,|Female||,(not assigned)|(not assigned)||,https://www.wikidata.org/wiki/Q56350704|https://www.wikidata.org/wiki/Q25647315||,spring/summer 2014,2014,2014,"silk, feather, glass, metal",,"Gift of Valentino S.p.A., 2017",,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/751587,,,"Metropolitan Museum of Art, New York, NY",Birds|Peacocks|Deer|Adam|Eve|Animals|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300250082|http://vocab.getty.edu/page/aat/300250308|http://vocab.getty.edu/page/ia/901000219|http://vocab.getty.edu/page/ia/901000205|http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q201251|https://www.wikidata.org/wiki/Q685795|https://www.wikidata.org/wiki/Q70899|https://www.wikidata.org/wiki/Q830183|https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q506,,4,
2013.193,False,False,False,185140,,Costume Institute,2013,Hat,"""Cauliflower Headpiece""",British,,,,,3284,Designer, ,Deirdre Hawken,"British, born Reading, 1945", ,"Hawken, Deirdre",British,1945,          ,Female,,,2013,2013,2013,"silk, cotton, synthetic, metal",,"Gift of Deirdre Hawken, 2013",,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/185140,,,"Metropolitan Museum of Art, New York, NY",Vegetables,http://vocab.getty.edu/page/aat/300380162,https://www.wikidata.org/wiki/Q11004,,4,
2013.138.4,False,False,False,181656,,Costume Institute,2013,Trousers,Trousers,American,,,,,323433056,Retailer|Designer, | ,Opening Ceremony|Yoko Ono,"American, founded 2002|Japanese-American, born Tokyo 1933, active New York", | ,"Opening Ceremony|Ono, Yoko",American|Japanese-American,2002      |1933      ,9999      |          ,|Female,|http://vocab.getty.edu/page/ulan/500115959,|https://www.wikidata.org/wiki/Q117012,2012,2012,2012,"wool, synthetic",,"Gift of Harold Koda and Alan Kornberg, 2013",,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/181656,,,"Metropolitan Museum of Art, New York, NY",Hands,http://vocab.getty.edu/page/aat/300310193,https://www.wikidata.org/wiki/Q33767,,4,"In November 2012, Yoko Ono worked in collaboration with the New York boutique Opening Ceremony to create Fashion for Men: 19692012, a line of avant-garde menswear based on sketches she had made for John Lennon as a present for their 1969 wedding. As Ono told Womens Wear Daily, I was inspired to create Fashions for Men amazed at how my man was looking so great. I felt it was a pity if we could not make clothes emphasizing his very sexy bod So, I made this whole series with love for his hot bod and gave it to him as a wedding present. You can imagine how he went wild and fell in love with me even more. The designs in this collection, rendered in black, white, and hot pink, feature mesh panels, cutouts, and appliqued hands strategically placed over what Ono considered to be the most attractive parts of Lennons body. The garments were produced in a limited run: only fifty-two of each style was made."
2016.581,False,False,False,632626,,Costume Institute,2016,Evening dress,Evening dress,American,,,,,212282017,Design House|Designer, | ,Ralph Lauren|Ralph Lauren,"American, founded 1967|American, born 1939", | ,Lauren Ralph|Lauren Ralph,American|American,1967      |1939      ,9999      |9999      ,|,(not assigned)|(not assigned),https://www.wikidata.org/wiki/Q1641437|https://www.wikidata.org/wiki/Q296647,fall/winter 2011–12,2011,2012,"Acetate-viscose, silk",,"Gift of Ralph Lauren Corporation, 2016",,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/632626,,,"Metropolitan Museum of Art, New York, NY",Dragons,http://vocab.getty.edu/page/aat/300375726,https://www.wikidata.org/wiki/Q7559,,4,
1976.661(28),False,False,False,370822,,Drawings and Prints,1976,Print,"Untitled, from ""The New York Collection for Stockholm""",,,,,"The New York Collection for Stockholm Portfolio, 1973",1.63E+14,Artist|Publisher|Printer, | | ,Cy Twombly|Experiments in Art and Technology|Styria Studio,"American, Lexington, Virginia 1928–2011 Rome|New York, NY|New York, NY", | | ,"Twombly, Cy|Experiments in Art and Technology|Styria Studio",American|American|American,1928      |1950      |1972      ,2011      |2000      |1994      ,||,http://vocab.getty.edu/page/ulan/500032301||,https://www.wikidata.org/wiki/Q159566||,1973,1973,1973,Screenprint and lithograph,Sheet: 11 15/16 × 8 15/16 in. (30.4 × 22.7 cm),"Gift of Robert Rauschenberg, 1976",,New York,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/370822,,,"Metropolitan Museum of Art, New York, NY",Abstraction,http://vocab.getty.edu/page/aat/300056508,https://www.wikidata.org/wiki/Q162150,,4,
1976.661(22),False,False,False,710117,,Drawings and Prints,1976,Print,"Untitled, from ""The New York Collection for Stockholm""",,,,,"The New York Collection for Stockholm Portfolio, 1973",1.62E+14,Artist|Publisher|Printer, | | ,Larry Rivers|Experiments in Art and Technology|Styria Studio,"American, Bronx, New York 1923–2002 Southampton, New York|New York, NY|New York, NY", | | ,"Rivers, Larry|Experiments in Art and Technology|Styria Studio",American|American|American,1923      |1950      |1972      ,2002      |2000      |1994      ,||,http://vocab.getty.edu/page/ulan/500003280||,https://www.wikidata.org/wiki/Q664291||,1973,1973,1973,Four-color screenprint and lithograph,Sheet: 8 15/16 × 11 15/16 in. (22.7 × 30.4 cm),"Gift of Robert Rauschenberg, 1976",,New York,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/710117,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,,4,
